fk_tempo,fk_regiao,fk_cultura,diagnostico_causa_risco,total_custeio_contratado,total_contratos,taxa_inadimplencia_referencia_bcb,taxa_selic_mensal
2021-05-01,12,12,Oscilações de Mercado / Custo de Insumos,18590918.313844223,158,1.81,0.27
2021-07-01,16,6,Oscilações de Mercado / Custo de Insumos,21330514.223629445,125,1.74,0.36
2021-07-01,1,11,Oscilações de Mercado / Custo de Insumos,1997400.3141127583,47,1.74,0.36
2021-09-01,8,5,Oscilações de Mercado / Custo de Insumos,21387365.760617778,111,1.68,0.44
2021-09-01,8,1,Oscilações de Mercado / Custo de Insumos,16930140.297740493,157,1.68,0.44
2021-10-01,6,8,Oscilações de Mercado / Custo de Insumos,16731109.743628493,210,1.68,0.49
2022-01-01,15,3,Oscilações de Mercado / Custo de Insumos,27239564.461281955,77,1.69,0.73
2022-01-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),6566517.0189761035,146,1.69,0.73
2022-01-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),25312676.737254765,216,1.69,0.73
2022-03-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),3559995.4777916046,180,1.77,0.93
2022-03-01,9,4,Oscilações de Mercado / Custo de Insumos,8228146.673650609,129,1.77,0.93
2022-04-01,16,6,Oscilações de Mercado / Custo de Insumos,26797077.737338386,125,1.78,0.83
2022-05-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),8341301.832110671,214,1.79,1.03
2022-05-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),19351837.57121103,123,1.79,1.03
2022-05-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),20952820.19220698,131,1.79,1.03
2022-08-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),8951535.621235453,81,1.94,1.17
2022-09-01,15,3,Oscilações de Mercado / Custo de Insumos,44013736.6611,159,2,1.07
2022-09-01,16,8,Oscilações de Mercado / Custo de Insumos,24545813.06615053,161,2,1.07
2022-10-01,16,6,Oscilações de Mercado / Custo de Insumos,26219136.364362456,93,2.17,1.02
2022-10-01,3,1,Oscilações de Mercado / Custo de Insumos,27741887.36606695,64,2.17,1.02
2022-10-01,14,1,Oscilações de Mercado / Custo de Insumos,10278587.741717981,47,2.17,1.02
2023-01-01,15,3,Oscilações de Mercado / Custo de Insumos,42330666.306030974,322,2.38,1.12
2023-02-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),21300111.518587835,114,2.46,0.92
2023-03-01,5,7,Oscilações de Mercado / Custo de Insumos,17335312.307595097,98,2.54,1.17
2023-03-01,9,2,Oscilações de Mercado / Custo de Insumos,10319979.682687005,19,2.54,1.17
2023-04-01,15,11,Oscilações de Mercado / Custo de Insumos,3725614.7800463317,24,2.9,0.92
2023-05-01,16,6,Oscilações de Mercado / Custo de Insumos,14607780.402731309,185,3.1,1.12
2023-05-01,9,4,Oscilações de Mercado / Custo de Insumos,26450934.336057298,161,3.1,1.12
2023-07-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),18763837.510850597,94,3.34,1.07
2023-07-01,8,5,Oscilações de Mercado / Custo de Insumos,19356516.106806673,66,3.34,1.07
2023-08-01,3,1,Oscilações de Mercado / Custo de Insumos,1867701.1889385385,137,3.5,1.14
2023-09-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),2419330.954414014,164,3.52,0.97
2023-09-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),16123472.213108635,213,3.52,0.97
2023-10-01,16,8,Oscilações de Mercado / Custo de Insumos,3571449.1661160304,74,3.67,1
2023-10-01,8,1,Oscilações de Mercado / Custo de Insumos,9682351.438855283,159,3.67,1
2023-10-01,9,2,Oscilações de Mercado / Custo de Insumos,22640788.972690906,150,3.67,1
2023-12-01,14,1,Oscilações de Mercado / Custo de Insumos,27104540.622214362,26,3.31,0.89
2024-01-01,16,6,Oscilações de Mercado / Custo de Insumos,14496561.579894254,144,3.57,0.97
2024-01-01,4,9,Oscilações de Mercado / Custo de Insumos,6271416.674009958,97,3.57,0.97
2024-01-01,12,12,Oscilações de Mercado / Custo de Insumos,19934627.152386256,21,3.57,0.97
2024-01-01,9,4,Oscilações de Mercado / Custo de Insumos,12703234.75230975,197,3.57,0.97
2024-02-01,4,9,Oscilações de Mercado / Custo de Insumos,23922155.56777794,163,3.56,0.8
2024-05-01,3,10,Enchentes Históricas / Calamidade Hídrica,13165573.42107502,142,3.54,0.83
2024-07-01,7,1,Oscilações de Mercado / Custo de Insumos,22364300.80032045,90,3.2,0.91
2024-08-01,7,1,Oscilações de Mercado / Custo de Insumos,24665532.56269657,168,3.22,0.87
2024-08-01,13,13,Enchentes Históricas / Calamidade Hídrica,5963393.992937064,55,3.22,0.87
2024-12-01,9,2,Oscilações de Mercado / Custo de Insumos,4701609.267356703,192,2.77,0.93
2025-03-01,16,8,Oscilações de Mercado / Custo de Insumos,15966300.08809665,195,3.2,0.96
2025-03-01,8,1,Oscilações de Mercado / Custo de Insumos,3467391.8233100297,163,3.2,0.96
2025-05-01,13,13,Oscilações de Mercado / Custo de Insumos,10844846.341404332,35,3.48,1.14
2025-05-01,3,10,Oscilações de Mercado / Custo de Insumos,16859224.32172768,181,3.48,1.14
2025-06-01,4,9,Oscilações de Mercado / Custo de Insumos,17619440.867273957,191,3.51,1.1
2025-07-01,7,1,Oscilações de Mercado / Custo de Insumos,5022686.332242136,115,3.71,1.28
2025-07-01,4,9,Oscilações de Mercado / Custo de Insumos,7460545.763306204,63,3.71,1.28
2025-07-01,11,11,Oscilações de Mercado / Custo de Insumos,20904345.37379554,167,3.71,1.28
2025-08-01,15,11,Oscilações de Mercado / Custo de Insumos,10861989.471331865,79,3.78,1.16
2025-10-01,15,3,Atraso de Transplante e Perda de Estufas,36194540.67518143,262,3.72,1.28
2025-10-01,10,11,Oscilações de Mercado / Custo de Insumos,7767043.085904092,132,3.72,1.28
2025-10-01,3,1,Oscilações de Mercado / Custo de Insumos,27203722.443420097,26,3.72,1.28
2025-12-01,4,9,Oscilações de Mercado / Custo de Insumos,14575848.613280924,37,3.49,1.22
2025-12-01,3,1,Oscilações de Mercado / Custo de Insumos,16918465.408902064,202,3.49,1.22
2025-12-01,13,13,Oscilações de Mercado / Custo de Insumos,15491506.902622724,97,3.49,1.22
2025-12-01,9,2,Oscilações de Mercado / Custo de Insumos,7888469.264068454,173,3.49,1.22
2026-01-01,16,6,Oscilações de Mercado / Custo de Insumos,2682132.469203465,195,3.76,1.16
2026-01-01,3,10,Oscilações de Mercado / Custo de Insumos,15428451.17854168,44,3.76,1.16
2026-02-01,3,1,Oscilações de Mercado / Custo de Insumos,25640510.36898507,97,4.01,1
2026-02-01,2,11,Oscilações de Mercado / Custo de Insumos,26331614.23399191,126,4.01,1
2026-03-01,10,11,Oscilações de Mercado / Custo de Insumos,11890147.1414455,62,3.92,1.21
2026-04-01,15,11,Oscilações de Mercado / Custo de Insumos,8810928.130272854,67,4.01,1.09
2026-04-01,16,6,Oscilações de Mercado / Custo de Insumos,11732264.075204728,27,4.01,1.09
2026-04-01,5,7,Oscilações de Mercado / Custo de Insumos,5089415.626781519,218,4.01,1.09
2026-05-01,16,6,Oscilações de Mercado / Custo de Insumos,24836484.00897528,149,4.11,1.07
2026-05-01,6,8,Oscilações de Mercado / Custo de Insumos,20405548.313109323,209,4.11,1.07
2026-05-01,12,12,Oscilações de Mercado / Custo de Insumos,8261015.236424245,171,4.11,1.07
2026-05-01,5,7,Oscilações de Mercado / Custo de Insumos,18688288.7782494,192,4.11,1.07
2026-06-01,15,11,Oscilações de Mercado / Custo de Insumos,19462213.74304485,109,3.98,1.12
2026-06-01,14,1,Oscilações de Mercado / Custo de Insumos,13815266.120062608,155,3.98,1.12
2026-07-01,3,10,Oscilações de Mercado / Custo de Insumos,18584117.80898085,108,4.19,1.22
2026-08-01,11,11,Oscilações de Mercado / Custo de Insumos,26816991.217607863,169,3.2,0.85
2026-08-01,1,11,Oscilações de Mercado / Custo de Insumos,12082404.479212377,81,3.2,0.85
2026-10-01,13,13,Oscilações de Mercado / Custo de Insumos,21237683.766318336,178,3.2,0.85
2026-10-01,9,2,Oscilações de Mercado / Custo de Insumos,27988050.67044027,137,3.2,0.85
2026-11-01,16,8,Oscilações de Mercado / Custo de Insumos,21550338.154913526,45,3.2,0.85
2026-11-01,5,7,Oscilações de Mercado / Custo de Insumos,4997198.951232435,15,3.2,0.85
2020-01-01,5,7,Oscilações de Mercado / Custo de Insumos,7031453.092549025,204,2.41,0.38
2020-04-01,16,8,Oscilações de Mercado / Custo de Insumos,22972753.944587726,184,2.48,0.28
2020-04-01,9,2,Oscilações de Mercado / Custo de Insumos,14827910.8543805,53,2.48,0.28
2020-05-01,3,10,Oscilações de Mercado / Custo de Insumos,15216838.127441162,104,2.49,0.24
2020-05-01,8,5,Oscilações de Mercado / Custo de Insumos,12216386.952493085,175,2.49,0.24
2020-07-01,16,6,Oscilações de Mercado / Custo de Insumos,8362099.647466305,133,1.94,0.19
2020-07-01,7,1,Oscilações de Mercado / Custo de Insumos,14552644.407537723,123,1.94,0.19
2020-08-01,12,12,Oscilações de Mercado / Custo de Insumos,9492106.319729727,53,1.74,0.16
2020-09-01,16,6,Oscilações de Mercado / Custo de Insumos,10358262.53505627,202,1.66,0.16
2020-09-01,3,1,Oscilações de Mercado / Custo de Insumos,2875968.939318346,172,1.66,0.16
2020-11-01,1,11,Oscilações de Mercado / Custo de Insumos,8630196.639780661,176,1.6,0.15
2020-11-01,9,2,Oscilações de Mercado / Custo de Insumos,10729052.754629068,110,1.6,0.15
2020-11-01,9,4,Oscilações de Mercado / Custo de Insumos,16520907.334166868,204,1.6,0.15
2021-02-01,9,4,Oscilações de Mercado / Custo de Insumos,9129803.887826378,159,1.65,0.13
2021-03-01,7,1,Oscilações de Mercado / Custo de Insumos,24490873.9049107,44,1.72,0.2
2021-04-01,10,11,Oscilações de Mercado / Custo de Insumos,4775208.915630281,109,1.78,0.21
2021-06-01,8,5,Oscilações de Mercado / Custo de Insumos,16575885.410893513,216,1.71,0.31
2021-06-01,8,1,Oscilações de Mercado / Custo de Insumos,7339937.78330947,31,1.71,0.31
2021-07-01,14,1,Oscilações de Mercado / Custo de Insumos,15542198.406740673,145,1.74,0.36
2021-08-01,14,1,Oscilações de Mercado / Custo de Insumos,23018710.481391434,182,1.72,0.43
2021-09-01,12,12,Oscilações de Mercado / Custo de Insumos,6103763.905792015,49,1.68,0.44
2021-09-01,3,1,Oscilações de Mercado / Custo de Insumos,15504314.128950926,92,1.68,0.44
2021-10-01,15,11,Oscilações de Mercado / Custo de Insumos,10519773.590907088,148,1.68,0.49
2021-10-01,2,11,Oscilações de Mercado / Custo de Insumos,23977050.043444376,61,1.68,0.49
2021-11-01,10,11,Oscilações de Mercado / Custo de Insumos,20823704.3548349,125,1.73,0.59
2021-11-01,11,11,Oscilações de Mercado / Custo de Insumos,25969483.786845148,147,1.73,0.59
2021-11-01,6,8,Oscilações de Mercado / Custo de Insumos,18865820.927892048,86,1.73,0.59
2021-12-01,15,11,Oscilações de Mercado / Custo de Insumos,24424175.284059472,39,1.63,0.77
2021-12-01,8,5,Oscilações de Mercado / Custo de Insumos,12209734.624989064,155,1.63,0.77
2022-01-01,13,13,Oscilações de Mercado / Custo de Insumos,7615670.642643276,71,1.69,0.73
2022-02-01,15,3,Oscilações de Mercado / Custo de Insumos,17702552.913979612,337,1.61,0.76
2022-04-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),8871674.026675507,47,1.78,0.83
2022-05-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),18742620.88086968,103,1.79,1.03
2022-07-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),7869798.576246217,18,1.86,1.03
2022-07-01,14,1,Oscilações de Mercado / Custo de Insumos,3315478.1259609847,19,1.86,1.03
2022-11-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),5240980.3119257055,36,2.21,1.02
2022-11-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),26712625.33096075,209,2.21,1.02
2022-12-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),5079867.755706822,213,2.18,1.12
2023-01-01,5,7,Oscilações de Mercado / Custo de Insumos,18182982.097605433,192,2.38,1.12
2023-02-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),2346561.8494382985,96,2.46,0.92
2023-05-01,15,3,Oscilações de Mercado / Custo de Insumos,29905059.724381354,91,3.1,1.12
2023-06-01,9,2,Oscilações de Mercado / Custo de Insumos,17610353.146592103,25,3.15,1.07
2023-07-01,13,13,Oscilações de Mercado / Custo de Insumos,6965438.116209386,29,3.34,1.07
2023-09-01,3,10,Oscilações de Mercado / Custo de Insumos,19941827.164698485,183,3.52,0.97
2023-10-01,8,5,Oscilações de Mercado / Custo de Insumos,21611479.217055447,69,3.67,1
2023-12-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),11429401.864038123,155,3.31,0.89
2024-02-01,15,3,Atraso de Transplante e Perda de Estufas,19355121.272999357,256,3.56,0.8
2024-02-01,10,11,Oscilações de Mercado / Custo de Insumos,2916990.0833202577,187,3.56,0.8
2024-03-01,16,8,Oscilações de Mercado / Custo de Insumos,13413754.891022798,207,3.45,0.83
2024-04-01,4,9,Oscilações de Mercado / Custo de Insumos,10662608.657055859,24,3.54,0.89
2024-04-01,1,11,Oscilações de Mercado / Custo de Insumos,26508586.94891134,128,3.54,0.89
2024-06-01,16,6,Enchentes Históricas / Calamidade Hídrica,23807056.28339318,104,3.36,0.79
2024-06-01,2,11,Oscilações de Mercado / Custo de Insumos,12057973.292259129,168,3.36,0.79
2024-06-01,8,5,Enchentes Históricas / Calamidade Hídrica,17210899.394047834,31,3.36,0.79
2024-07-01,3,1,Enchentes Históricas / Calamidade Hídrica,17473502.704469956,127,3.2,0.91
2024-08-01,16,8,Enchentes Históricas / Calamidade Hídrica,26155963.379342925,95,3.22,0.87
2024-08-01,16,6,Enchentes Históricas / Calamidade Hídrica,26445796.222021922,65,3.22,0.87
2024-08-01,1,11,Oscilações de Mercado / Custo de Insumos,20872009.84271265,140,3.22,0.87
2024-09-01,16,8,Oscilações de Mercado / Custo de Insumos,24150948.13317564,59,3.19,0.84
2024-09-01,14,1,Oscilações de Mercado / Custo de Insumos,9887907.076377716,161,3.19,0.84
2024-10-01,10,11,Oscilações de Mercado / Custo de Insumos,16040701.294377327,191,3.14,0.93
2024-11-01,3,10,Oscilações de Mercado / Custo de Insumos,9983546.469400454,99,3.09,0.79
2025-01-01,13,13,Oscilações de Mercado / Custo de Insumos,19515852.12637637,139,3.12,1.01
2025-02-01,11,11,Oscilações de Mercado / Custo de Insumos,13512855.247728346,112,3.26,0.99
2025-02-01,6,8,Oscilações de Mercado / Custo de Insumos,7740336.032595979,52,3.26,0.99
2025-03-01,10,11,Oscilações de Mercado / Custo de Insumos,2124985.7504656473,23,3.2,0.96
2025-05-01,10,11,Oscilações de Mercado / Custo de Insumos,2000797.6554097035,63,3.48,1.14
2025-06-01,8,1,Oscilações de Mercado / Custo de Insumos,25728118.0264974,65,3.51,1.1
2025-07-01,5,7,Oscilações de Mercado / Custo de Insumos,25815843.17903963,186,3.71,1.28
2025-08-01,8,5,Oscilações de Mercado / Custo de Insumos,2411824.9237984708,65,3.78,1.16
2025-08-01,9,2,Oscilações de Mercado / Custo de Insumos,5207251.901791833,44,3.78,1.16
2025-09-01,16,6,Oscilações de Mercado / Custo de Insumos,17700186.349315565,91,3.65,1.22
2025-09-01,11,11,Oscilações de Mercado / Custo de Insumos,14320415.338182751,179,3.65,1.22
2025-11-01,12,12,Oscilações de Mercado / Custo de Insumos,26071224.296328273,203,3.57,1.05
2026-01-01,13,13,Oscilações de Mercado / Custo de Insumos,9397217.116322557,166,3.76,1.16
2026-03-01,8,5,Oscilações de Mercado / Custo de Insumos,10069436.406599771,17,3.92,1.21
2026-04-01,1,11,Oscilações de Mercado / Custo de Insumos,24794351.914850473,185,4.01,1.09
2026-04-01,3,10,Oscilações de Mercado / Custo de Insumos,5245778.593209101,118,4.01,1.09
2026-04-01,9,2,Oscilações de Mercado / Custo de Insumos,2259871.9202056774,149,4.01,1.09
2026-05-01,11,11,Oscilações de Mercado / Custo de Insumos,9736392.095429648,73,4.11,1.07
2026-05-01,1,11,Oscilações de Mercado / Custo de Insumos,14203103.09516671,170,4.11,1.07
2026-07-01,12,12,Oscilações de Mercado / Custo de Insumos,11102075.679041307,73,4.19,1.22
2026-11-01,15,3,Atraso de Transplante e Perda de Estufas,17821272.24453772,199,3.2,0.85
2026-11-01,15,11,Oscilações de Mercado / Custo de Insumos,3855542.3875086475,30,3.2,0.85
2026-11-01,10,11,Oscilações de Mercado / Custo de Insumos,8843784.652264494,23,3.2,0.85
2026-11-01,6,8,Oscilações de Mercado / Custo de Insumos,21685938.402074594,137,3.2,0.85
2026-12-01,16,6,Oscilações de Mercado / Custo de Insumos,14441511.01016645,209,3.2,0.85
2026-12-01,2,11,Oscilações de Mercado / Custo de Insumos,15798412.459614307,135,3.2,0.85
2026-12-01,3,10,Oscilações de Mercado / Custo de Insumos,9891461.908992331,207,3.2,0.85
2026-12-01,5,7,Oscilações de Mercado / Custo de Insumos,24401180.34410849,94,3.2,0.85
2020-01-01,9,4,Oscilações de Mercado / Custo de Insumos,27099559.266553454,103,2.41,0.38
2020-05-01,16,8,Oscilações de Mercado / Custo de Insumos,8076521.535474678,143,2.49,0.24
2020-05-01,3,1,Oscilações de Mercado / Custo de Insumos,15114807.950606829,138,2.49,0.24
2020-06-01,12,12,Oscilações de Mercado / Custo de Insumos,22232739.301469747,68,2.06,0.21
2020-07-01,8,5,Oscilações de Mercado / Custo de Insumos,27126356.258944143,60,1.94,0.19
2020-08-01,15,3,Oscilações de Mercado / Custo de Insumos,18381626.393583797,120,1.74,0.16
2020-10-01,15,3,Oscilações de Mercado / Custo de Insumos,39655588.77612491,334,1.59,0.16
2020-10-01,7,1,Oscilações de Mercado / Custo de Insumos,10757247.267969722,199,1.59,0.16
2020-10-01,13,13,Oscilações de Mercado / Custo de Insumos,2986965.056027566,114,1.59,0.16
2020-10-01,8,1,Oscilações de Mercado / Custo de Insumos,2494596.3361904914,16,1.59,0.16
2020-10-01,9,2,Oscilações de Mercado / Custo de Insumos,18473774.253085494,142,1.59,0.16
2020-11-01,12,12,Oscilações de Mercado / Custo de Insumos,19658278.12708709,168,1.6,0.15
2020-11-01,8,5,Oscilações de Mercado / Custo de Insumos,20969171.188850574,191,1.6,0.15
2020-12-01,1,11,Oscilações de Mercado / Custo de Insumos,3982051.5733158025,125,1.52,0.16
2021-01-01,15,11,Oscilações de Mercado / Custo de Insumos,25167699.009951547,192,1.67,0.15
2021-01-01,2,11,Oscilações de Mercado / Custo de Insumos,13182638.32559271,53,1.67,0.15
2021-02-01,14,1,Oscilações de Mercado / Custo de Insumos,7810142.337469681,200,1.65,0.13
2021-03-01,10,11,Oscilações de Mercado / Custo de Insumos,3968008.6049250206,208,1.72,0.2
2021-03-01,14,1,Oscilações de Mercado / Custo de Insumos,27992603.040096622,211,1.72,0.2
2021-04-01,9,4,Oscilações de Mercado / Custo de Insumos,24393929.169164725,120,1.78,0.21
2021-05-01,15,3,Oscilações de Mercado / Custo de Insumos,48744156.30188674,299,1.81,0.27
2021-05-01,6,8,Oscilações de Mercado / Custo de Insumos,12287872.809449371,109,1.81,0.27
2021-05-01,3,1,Oscilações de Mercado / Custo de Insumos,25295856.33953751,39,1.81,0.27
2021-06-01,15,11,Oscilações de Mercado / Custo de Insumos,19819959.587917376,135,1.71,0.31
2021-07-01,2,11,Oscilações de Mercado / Custo de Insumos,6009851.979400358,126,1.74,0.36
2021-08-01,7,1,Oscilações de Mercado / Custo de Insumos,27161444.542410936,84,1.72,0.43
2021-08-01,1,11,Oscilações de Mercado / Custo de Insumos,15059923.656614892,51,1.72,0.43
2021-09-01,16,8,Oscilações de Mercado / Custo de Insumos,27762352.283183634,134,1.68,0.44
2021-09-01,11,11,Oscilações de Mercado / Custo de Insumos,22636003.57072912,25,1.68,0.44
2021-09-01,5,7,Oscilações de Mercado / Custo de Insumos,11675944.050932579,118,1.68,0.44
2021-11-01,7,1,Oscilações de Mercado / Custo de Insumos,26221499.001070645,185,1.73,0.59
2022-01-01,16,8,Oscilações de Mercado / Custo de Insumos,15802744.35093987,208,1.69,0.73
2022-01-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),12508835.282770125,176,1.69,0.73
2022-02-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),8596893.955899864,25,1.61,0.76
2022-04-01,15,11,Oscilações de Mercado / Custo de Insumos,20704160.961393926,127,1.78,0.83
2022-04-01,3,1,Oscilações de Mercado / Custo de Insumos,12615191.025896909,31,1.78,0.83
2022-04-01,9,4,Oscilações de Mercado / Custo de Insumos,13485351.25149844,71,1.78,0.83
2022-05-01,16,8,Oscilações de Mercado / Custo de Insumos,19060124.207820795,95,1.79,1.03
2022-06-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),15658152.911512954,27,1.76,1.02
2022-07-01,16,8,Oscilações de Mercado / Custo de Insumos,19606758.80655843,135,1.86,1.03
2022-08-01,9,2,Oscilações de Mercado / Custo de Insumos,17321083.95807936,76,1.94,1.17
2022-09-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),18007618.109237827,114,2,1.07
2022-09-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),6757604.342367155,180,2,1.07
2022-09-01,13,13,Oscilações de Mercado / Custo de Insumos,21279916.314840123,195,2,1.07
2022-11-01,15,3,Oscilações de Mercado / Custo de Insumos,29234371.358188283,166,2.21,1.02
2022-12-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),9931483.323797632,86,2.18,1.12
2022-12-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),12163281.197655179,78,2.18,1.12
2023-04-01,16,8,Oscilações de Mercado / Custo de Insumos,10469301.310316304,28,2.9,0.92
2023-05-01,9,2,Oscilações de Mercado / Custo de Insumos,19524650.70736386,210,3.1,1.12
2023-10-01,3,10,Oscilações de Mercado / Custo de Insumos,21576750.88245021,45,3.67,1
2023-11-01,16,6,Oscilações de Mercado / Custo de Insumos,4234743.582740016,163,3.75,0.92
2023-11-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),5146093.271243152,46,3.75,0.92
2023-11-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),26348294.963413846,16,3.75,0.92
2023-11-01,3,10,Oscilações de Mercado / Custo de Insumos,6038222.337425272,69,3.75,0.92
2023-12-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),10119323.93437051,139,3.31,0.89
2024-01-01,3,1,Oscilações de Mercado / Custo de Insumos,7797038.646981277,117,3.57,0.97
2024-02-01,9,4,Oscilações de Mercado / Custo de Insumos,7746474.992372541,214,3.56,0.8
2024-03-01,1,11,Oscilações de Mercado / Custo de Insumos,22336678.131313056,149,3.45,0.83
2024-05-01,16,6,Enchentes Históricas / Calamidade Hídrica,6118148.172111252,27,3.54,0.83
2024-05-01,6,8,Oscilações de Mercado / Custo de Insumos,12631510.97153585,219,3.54,0.83
2024-06-01,14,1,Enchentes Históricas / Calamidade Hídrica,11957048.182460329,71,3.36,0.79
2024-07-01,4,9,Oscilações de Mercado / Custo de Insumos,22461712.074417047,131,3.2,0.91
2024-08-01,15,3,Enchentes Históricas / Calamidade Hídrica,19634579.588003926,144,3.22,0.87
2024-09-01,1,11,Oscilações de Mercado / Custo de Insumos,3169156.437293823,163,3.19,0.84
2024-09-01,3,1,Oscilações de Mercado / Custo de Insumos,8616134.12320574,134,3.19,0.84
2024-09-01,8,5,Oscilações de Mercado / Custo de Insumos,17743414.544647425,99,3.19,0.84
2024-10-01,1,11,Oscilações de Mercado / Custo de Insumos,12588257.189514123,158,3.14,0.93
2024-10-01,3,10,Oscilações de Mercado / Custo de Insumos,13832084.793040302,73,3.14,0.93
2024-12-01,13,13,Oscilações de Mercado / Custo de Insumos,19795758.139085762,41,2.77,0.93
2025-01-01,16,8,Oscilações de Mercado / Custo de Insumos,6352553.740156488,44,3.12,1.01
2025-01-01,10,11,Oscilações de Mercado / Custo de Insumos,20639829.120671015,204,3.12,1.01
2025-01-01,6,8,Oscilações de Mercado / Custo de Insumos,13210242.905231776,199,3.12,1.01
2025-01-01,1,11,Oscilações de Mercado / Custo de Insumos,22922332.08229932,83,3.12,1.01
2025-03-01,1,11,Oscilações de Mercado / Custo de Insumos,19296482.70053185,16,3.2,0.96
2025-03-01,13,13,Oscilações de Mercado / Custo de Insumos,15720492.838883149,197,3.2,0.96
2025-04-01,15,11,Oscilações de Mercado / Custo de Insumos,2458719.306864545,79,3.48,1.06
2025-05-01,1,11,Oscilações de Mercado / Custo de Insumos,9078938.306881443,140,3.48,1.14
2025-06-01,1,11,Oscilações de Mercado / Custo de Insumos,17423623.79414165,161,3.51,1.1
2025-07-01,12,12,Oscilações de Mercado / Custo de Insumos,24118240.406097427,196,3.71,1.28
2025-07-01,8,5,Oscilações de Mercado / Custo de Insumos,17053607.160765782,89,3.71,1.28
2025-08-01,16,8,Oscilações de Mercado / Custo de Insumos,10701943.271359289,162,3.78,1.16
2025-08-01,11,11,Oscilações de Mercado / Custo de Insumos,15714436.035993362,83,3.78,1.16
2025-09-01,3,10,Oscilações de Mercado / Custo de Insumos,27120135.509699874,35,3.65,1.22
2025-10-01,3,10,Oscilações de Mercado / Custo de Insumos,24424945.08988108,66,3.72,1.28
2025-11-01,16,6,Oscilações de Mercado / Custo de Insumos,3358155.1043227566,87,3.57,1.05
2025-11-01,1,11,Oscilações de Mercado / Custo de Insumos,14293298.869926808,128,3.57,1.05
2025-12-01,10,11,Oscilações de Mercado / Custo de Insumos,23963141.71955658,15,3.49,1.22
2025-12-01,9,4,Oscilações de Mercado / Custo de Insumos,12314217.834556459,53,3.49,1.22
2026-01-01,12,12,Oscilações de Mercado / Custo de Insumos,16332022.518519504,214,3.76,1.16
2026-02-01,15,3,Atraso de Transplante e Perda de Estufas,7519524.2176766945,200,4.01,1
2026-02-01,6,8,Oscilações de Mercado / Custo de Insumos,24503557.121826075,169,4.01,1
2026-03-01,15,3,Atraso de Transplante e Perda de Estufas,29053523.568011057,318,3.92,1.21
2026-05-01,16,8,Oscilações de Mercado / Custo de Insumos,18737219.030913778,131,4.11,1.07
2026-05-01,10,11,Oscilações de Mercado / Custo de Insumos,2418188.073712863,65,4.11,1.07
2026-06-01,12,12,Oscilações de Mercado / Custo de Insumos,12689825.29117073,68,3.98,1.12
2026-07-01,5,7,Oscilações de Mercado / Custo de Insumos,22271339.624097444,53,4.19,1.22
2026-07-01,8,1,Oscilações de Mercado / Custo de Insumos,2117101.6595340148,58,4.19,1.22
2026-07-01,9,4,Oscilações de Mercado / Custo de Insumos,7791331.62561455,170,4.19,1.22
2026-08-01,7,1,Oscilações de Mercado / Custo de Insumos,1811600.8736548466,155,3.2,0.85
2026-08-01,3,1,Oscilações de Mercado / Custo de Insumos,2654590.2465490424,131,3.2,0.85
2026-08-01,8,1,Oscilações de Mercado / Custo de Insumos,6819735.178252435,15,3.2,0.85
2026-09-01,15,11,Oscilações de Mercado / Custo de Insumos,5682261.7196245715,159,3.2,0.85
2026-09-01,3,10,Oscilações de Mercado / Custo de Insumos,17357624.997211926,161,3.2,0.85
2026-10-01,3,10,Oscilações de Mercado / Custo de Insumos,21687606.208569445,211,3.2,0.85
2026-10-01,5,7,Oscilações de Mercado / Custo de Insumos,9736789.727779247,72,3.2,0.85
2026-12-01,4,9,Oscilações de Mercado / Custo de Insumos,2460067.4457318094,127,3.2,0.85
2020-02-01,16,6,Oscilações de Mercado / Custo de Insumos,6342153.921903629,189,2.38,0.29
2020-04-01,3,1,Oscilações de Mercado / Custo de Insumos,1982145.8199171964,17,2.48,0.28
